"","G37044","G37029","G36982","G36984","G37030","G36906","G36944","G36902","G37025","G36935","G36905","G36921","G37034","G37039","G37052","G37045","G37049","G36988","G37037","G37005","G37011","G37047","G37032","G36932","G37054","G36948","G36911","G36987","G37042","G37040","G37027","G37024","G37023","G37036","G37026","G37050","G36904","G36993","G36910","G36927","G37048","G37022","G35534","G35381","G35416","G35477","G35514","G35395","G35480","G35409","G35437","G35511","G35448","G35510","G35470","G35403","G35424","G35398","G35442","G35515","G35351","G35532","G35417","G35465","G35350","G35531","G35349","G35523","G35521","G35348","G35423","G35486","G35524","G35394","G35447","G35458","G35397","G35392","G35453","G35352","G35512","G35407","G35455","G35481","G35469","G35513","G35441","G35414","G35533","G35406","G35467","G35522","G35404","G35445","G36173","G36145","G36196","G36219","G36273","G36201","G36165","G36202","G36272","G36285","G36241","G36215","G36195","G36205","G36148","G36213","G36214","G36161","G36212","G36210","G36193","G36270","G36233","G36287","G36200","G36185","G36204","G36194","G36244","G36197","G36317","G36234","G36206","G36257","G36208","G36146","G36192","G36142","G36138","G36203","G36290","G36274","G36147","G36235","G36143","G36207","G36286","G36141","G36187","G36288","G36289","G36186","G36140","G36211","G36144","G36242","G36139","G36199","G36191","G36280","G36243","G36279","G36236","G36198","G36189","G36190","G36275","G36188","G36271","G36430","G36510","G36437","G36421","G36513","G36502","G36472","G36494","G36432","G36493","G36515","G36484","G36485","G36475","G36460","G36456","G36435","G36497","G36521","G36451","G36540","G36433","G36528","G36491","G36429","G36471","G36537","G36542","G36529","G36408","G36523","G36509","G36495","G36506","G36467","G36452","G36420","G36449","G36487","G36536","G36499","G36511","G36527","G36453","G36534","G36462","G36516","G36501","G36505","G36464","G36507","G36476","G36474","G36434","G36535","G36431","G36470","G36436","G36439","G36450","G36473","G36459","G36438","G36522","G36465","G36519","G36461","G36514","G36518","G36496","G36498","G36538","G36457","G36520","G36508","G36490","G36463","G36530","G36488","G36492","G36466","G36525","G36500","G36454","G36486","G36417","G36455","G36517","G36524","G36503","G36423","G36526","G36440","G36541","G36458","G36489","G36512","G36468","G36796","G36824","G36834","G36856","G36797","G36816","G36756","G36799","G36820","G36829","G36766","G36765","G36769","G36764","G36839","G36835","G36762","G36753","G36763","G36854","G36773","G36759","G36819","G36847","G36761","G36760","G36855","G36772","G36771","G36757","G36752","G36837","G36838","G36811","G36823","G35906","G36002","G36029","G36034","G36000","G35996","G36026","G35878","G36020","G36003","G36021","G35892","G35902","G35869","G35876","G36025","G35881","G36037","G35924","G35894","G36001","G35997","G35908","G36028","G35915","G36035","G35874","G35867","G35938","G35923","G36030"
"4411295",0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,0,0,0,0,1,34,0,1,3,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,14,0,0,0,0,0,0,4,0,0,2,0,0,0,302,0,0,0,90,71,0,1,1,0,0,0,71,0,0,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,432,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,1079,0,0,350,0,283,0,0,0,89,0,0,170,0,0,0,0,0,0,0,0,0,14,90,0,0,1,0,1,189,0,4,0,0,0,93,2,0,1,0,0,0,0,0,0,0,0,0,0,1151,0,0,20,4,96,0,0,1,0,5,0,20,406,852,0,1,0,0,0,0,0,0,1,0,0,1,16,0,1,0,0,0,1,1571,0,0,0,1,0,0,1,0,14,0,0,1,0,1,8,0,2,0,0,0,0,0,0
"3393191",5,0,248,0,8,0,98,90,0,143,4,173,194,1,1,0,0,0,1196,0,0,506,68,56,741,0,0,0,0,83,1,0,0,0,13,0,0,1,0,235,264,0,0,7,0,31,0,4,22,0,1,0,1,0,70,145,541,1,1,0,0,0,1,1,0,0,0,0,0,0,0,28,47,345,0,211,0,9,668,0,0,753,35,0,331,0,1,0,0,262,0,73,0,0,0,56,14,0,37,178,0,5,72,297,334,0,0,190,0,0,0,0,0,0,20,349,2,2,35,0,81,37,7,1,194,215,5,199,4,0,141,0,0,23,506,56,0,25,0,69,322,1436,0,11,26,0,0,8,12,189,6,105,8,188,30,9,1,0,2,1,58,155,0,0,0,0,716,0,0,0,92,0,15,0,192,0,0,0,104,0,55,0,984,0,0,686,0,518,0,76,434,7,0,0,0,755,25,0,0,1,0,1,338,0,0,133,0,0,47,2147,10,749,278,0,101,154,0,0,0,456,0,1,0,541,0,0,0,402,0,1,0,4,326,11,0,8,0,0,599,1,95,0,37,0,1,7,0,0,0,0,268,5,4,0,261,0,1,193,10,0,2,0,0,0,299,304,422,732,611,2672,1,0,0,3,2,2,2,10,0,5,291,707,9,1180,0,0,0,117,0,247,500,11,0,0,0,1021,4,0,2,0,0,0,0,2455,0,95,0,3,0,0,92,1,0,0,17,460,0,0,18,0,1,0,0,0,0,31,0
"322114",0,60,0,0,0,0,0,8,118,0,0,8,0,8,0,0,16,0,0,0,0,0,1,1,0,8,0,0,0,0,0,4,81,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,0,34,0,1,0,10,0,2,0,0,0,0,1,13,0,0,0,0,0,0,0,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,53,2,10,0,0,0,0,4,0,1,0,4,4,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,7,6,0,0,0,0,1,3,8,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,39,0,3,0,1,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,35,0,0,1,5,0,1,0,0,0,0,0,6,2,40,0,0,47,0,26,0,0,20,0,0,0,0,12,0,2,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,2,3,0
"194686",0,0,0,0,0,0,1,0,0,15,0,8,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,1,1,0,0,8,0,17,0,0,0,0,0,0,0,14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,1,10,0,0,0,24,0,3,0,0,0,0,0,1,0,0,0,0,0,12,0,16,0,0,8,9,0,4,0,1,17,0,0,0,0,0,0,0,10,2,1,2,0,2,3,10,0,7,5,0,0,0,0,0,0,0,13,0,0,0,18,0,6,2,0,0,11,4,0,0,0,0,13,0,3,0,8,9,3,0,0,0,0,0,0,22,0,0,0,0,0,2,2,1,0,1,3,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,0,0,0,0,14,4,0,0,0,0,2,0,0,0,1,6,0,11,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,15,0,0,0,0,0,11,0,0,0,0,0,0,0,3,9,21,0,0,0,0,0,0,4,0,0
"4447072",7,1,17,14,129,17,1,287,3,5,9,26,8,21,146,1,4,9,5,2,0,7,64,6,242,25,9,6,0,209,0,0,1,0,1,0,46,0,4,96,337,1,5,10,11,47,15,32,3,2,6,0,8,0,119,1,1,7,27,1,227,13,6,96,64,0,0,8,1,0,10,42,0,17,0,223,0,5,27,23,83,2,50,0,394,19,0,19,2,5,222,1,0,0,4,2,0,3,107,2,0,0,22,31,80,3,0,1,0,3,0,0,1,0,1,46,26,18,9,0,5,0,22,2,7,15,1,190,0,0,1,1,53,0,6,0,0,24,0,2,5,0,1,20,8,0,0,1,2,16,1,2,0,64,123,4,1,0,1,0,89,1,5,0,0,67,0,1,0,128,0,3,0,0,0,0,136,49,36,7,0,5,1,10,2,30,0,9,119,18,41,11,0,0,0,0,0,72,1,14,0,0,59,2,3,19,2,36,22,4,0,1,26,0,33,73,6,23,0,39,16,3,3,87,7,5,0,36,0,48,1,15,0,0,19,87,1,2,0,270,47,0,0,41,1,0,3,0,25,79,2,12,0,0,7,57,99,84,1,1,98,4,39,35,264,27,46,1,143,366,11,12,2,3,1,25,28,5,3,2,181,4,3,171,32,4,9,923,49,2,2,13,17,0,51,57,2,0,61,2,13,20,62,437,22,0,11,170,0,0,34,36,85,34,1,20,0,0,8,13,16,10,0,56,0,2,22
"187077",0,0,0,9,3,4,2,6,8,9,0,3,2,0,2,0,0,0,4,0,0,5,1,0,3,0,1,0,0,2,0,0,4,0,0,0,10,0,0,5,8,0,10,3,0,13,2,7,3,11,1,0,0,0,0,1,0,5,8,0,11,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,1,3,0,3,4,1,3,0,0,0,0,0,4,1,0,0,0,0,0,2,0,3,0,4,1,5,1,3,0,3,2,0,0,0,0,0,0,3,3,0,1,3,0,1,2,3,0,4,2,0,5,0,0,0,2,2,2,1,0,0,2,0,7,2,2,0,8,3,0,4,3,0,3,0,2,0,2,6,0,8,0,1,0,5,0,3,0,0,3,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,5,6,1,5,1,0,0,0,5,0,5,0,0,1,0,0,6,0,3,0,0,0,0,0,0,0,4,5,7,0,0,6,6,1,0,0,0,0,0,0,0,0,0,3,10,1,0,2,4,0,8,0,0,2,0,0,7,3,0,3,0,1,0,4,0,0,2,0,7,6,0,0,0,2,4,0,0,3,0,0,4,0,0,0,0,17,0,2,0,1,2,0,0,1,3,0,0,0,0,0,2,0,0,0,0,3,0,0,3,5,6,0,0,1,0,0,0,4,0,0
"2415144",0,1,44,16,1,1,0,3,1,8,0,0,0,2,6,0,0,4,1,15,0,2,0,11,1,2,1,17,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,54,64,10,2,7,2,3,0,25,19,112,3,1,3,0,127,97,4,11,86,17,75,0,15,12,2,139,3,0,2,1,4,9,0,1,4,16,10,108,8,0,25,0,0,98,0,32,1,2,55,5,44,1,30,1,1,13,0,14,4,22,2,1,1,3,0,0,1,0,0,0,32,21,0,1,5,43,7,1,0,1,0,4,6,4,3,0,4,0,1,27,3,1,0,0,1,48,1,0,57,0,0,57,2,5,1,0,2,6,0,23,0,0,1,0,96,52,2,9,1,1,17,11,0,11,1,25,0,1,0,2,0,0,23,7,30,1,0,1,0,4,1,21,0,0,25,8,17,19,1,5,47,0,0,11,2,40,1,0,38,0,88,6,0,23,8,2,1,1,47,45,20,34,0,12,0,25,4,0,0,28,7,6,3,8,2,13,22,10,0,0,7,27,0,27,0,59,46,0,0,9,9,0,0,0,15,23,1,22,2,0,9,7,25,41,1,21,26,1,157,6,14,110,2,125,3,96,3,260,133,200,162,4,24,138,144,91,3,140,217,81,10,184,265,12,5,152,84,263,7,0,8,2,102,2,23,1,12,0,10,22,46,0,72,10,0,0,30,5,13,1,4,1,0,1,13,0,160,41,0,6,0,81,0
"180414",0,1,0,0,3,6,1,0,1,4,3,6,0,37,39,0,1,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,1,23,0,0,0,0,1,0,20,5,5,4,0,0,1,0,0,51,0,0,0,0,0,0,0,1,0,8,0,5,3,2,9,0,1,1,5,0,33,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,3,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,2,14,0,3,5,0,1,1,0,10,0,0,0,1,0,1,22,0,0,0,1,0,20,2,0,0,1,0,0,0,0,0,0,0,3,0,10,0,19,0,0,0,0,0,1,7,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,8,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,9,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,0,0,0,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,17,0,17,0,11,2,3,0,1,0,1,0,22,0,0,0,0,0,0,35,0,0,0,13,4,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,1,7,0,1,0,0,0,2,0,0
"196664",4,3,486,422,38,31,0,29,8,63,4,0,64,33,33,2,0,1,50,0,1,89,21,18,88,3,5,1,0,91,0,0,1,5,0,0,27,0,0,0,101,0,1,195,0,7,1,4,0,0,0,0,0,0,1,1,1,0,495,0,82,4,1,296,1,0,0,5,1,0,6,8,0,1,0,27,0,0,1,0,26,31,18,0,116,16,0,1,0,23,748,0,3,0,0,0,0,1,27,3,1,0,3,45,370,0,0,0,0,0,0,1,0,0,0,126,1,4,111,0,0,0,1,0,1,7,0,470,0,0,0,0,32,0,31,0,0,4,0,0,2,0,0,3,12,0,0,2,1,1,0,1,0,50,3,0,3,0,0,0,443,1,1,0,0,50,0,0,0,134,0,7,0,0,0,0,7,16,10,18,0,0,2,0,10,0,0,18,10,0,9,2,0,0,1,0,2,107,0,1,0,0,34,2,0,31,1,1,1,0,0,0,0,1,1,8,4,0,6,1,11,4,1,26,1,17,2,3,0,57,0,0,0,0,0,5,0,1,0,8,59,0,0,46,3,0,1,0,0,83,0,57,1,0,1,64,0,1,1,0,1,2,3,176,13,158,280,2,10,196,4,8,2,25,14,1,106,12,2,5,11,29,25,20,2,3,5,63,4,4,0,4,0,0,242,8,6,0,8,1,29,5,7,91,9,0,1,66,0,0,12,9,132,3,1,0,0,0,2,1,9,5,0,0,0,3,0
"3709990",2,0,154,44,41,42,2,42,3,107,0,8,112,11,118,5,51,0,6,0,0,11,122,15,75,3,0,0,0,43,0,18,630,42,1,0,27,0,0,10,76,0,151,98,0,57,10,162,0,53,43,0,0,0,56,11,662,9,450,0,78,85,0,20,0,5,0,0,116,0,370,0,29,25,1,8,2,18,7,0,35,17,14,0,55,1,51,0,18,61,2,68,0,0,1,5,473,0,6,9,80,5,6,138,51,0,0,1,0,0,19,1,15,79,0,40,7,7,29,0,8,0,2,0,8,5,4,87,5,0,0,551,13,28,63,6,0,6,359,120,2,18,0,15,7,2,60,37,127,0,24,9,0,18,12,0,28,0,0,0,85,0,0,6,0,227,353,0,34,259,7,0,15,4,92,138,1031,274,41,0,106,0,387,279,0,227,112,138,0,86,77,214,167,0,0,175,55,241,623,0,0,250,476,31,0,67,48,262,50,22,17,26,29,1126,173,95,0,90,2,287,111,0,0,147,3,95,0,93,0,368,0,0,58,21,332,62,0,588,26,45,113,384,26,73,429,1,33,203,173,438,0,225,5,213,123,121,1,109,23,0,39,1,0,307,19,176,31,1872,79,1211,50,1457,71,63,203,105,7,55,6428,30,13,20,216,709,37,3299,1247,17,2,30,1133,2183,109,368,28,54,32,0,1,0,19,6,47,606,0,0,0,1,0,144,616,16,37,962,88,1,0,0,40,0,728,2,0,76,0,1406,203
"259772",0,0,0,22,11,5,31,15,0,0,0,7,0,0,35,0,0,0,0,0,0,0,83,0,55,1,20,0,0,10,0,0,0,0,0,0,5,0,0,5,44,0,0,0,0,6,0,19,0,11,92,0,0,0,13,0,0,6,0,0,4,157,0,0,191,12,0,0,0,0,0,27,0,26,5,5,1,0,15,483,1,0,3,0,23,0,0,0,11,21,0,0,0,0,0,0,27,0,1,0,6,0,2,21,22,0,0,0,0,0,80,0,33,0,0,2,0,0,2,0,0,0,2,19,2,0,20,9,1,0,2,112,7,5,492,0,0,0,635,29,0,12,0,2,14,0,31,1,36,0,11,0,0,0,9,2,0,0,0,0,22,0,0,6,0,31,222,0,3,595,147,0,27,0,286,42,0,244,0,103,164,0,0,226,0,135,324,162,0,28,18,26,0,0,0,46,1,47,0,0,0,0,75,1,0,15,0,48,0,0,0,0,0,0,0,10,109,67,82,0,41,1,0,0,0,23,0,0,0,474,0,0,120,3,416,0,0,0,22,0,15,0,20,164,13,0,109,0,201,490,0,355,0,0,30,13,1589,0,5,0,0,0,0,33,21,0,1,246,0,248,14,751,64,7,181,2,6,79,2208,37,2,2,260,204,4,4546,349,24,0,3,230,821,0,0,22,2,0,0,0,0,7,5,1,109,1,0,0,0,0,0,266,0,29,0,22,0,0,0,32,0,211,0,0,0,0,479,0
"578016",90,0,716,1593,721,0,9,650,2,1072,0,1,0,927,1439,1,2,0,0,0,0,1,765,179,1200,1,163,1,0,392,0,0,0,0,0,0,3008,14,22,292,1714,0,1563,856,1,4,158,0,49,5,298,0,1,0,264,77,1420,0,1152,0,565,1795,0,1,0,146,0,7721,1103,1,810,170,79,0,0,1091,0,13,0,0,607,231,1344,0,116,117,0,0,199,168,0,214,1372,0,2204,0,380,5,786,442,2,1558,501,0,2488,8,16,595,0,1,11,0,1,1,719,1,677,356,389,2725,697,55,891,17,602,454,143,4540,613,0,165,8,405,2141,678,134,0,2095,0,1876,528,1779,6404,390,453,4819,1355,5,0,884,1459,401,2,1769,745,157,2,4,4865,2505,1492,962,414,34,0,0,0,1,0,0,0,4382,1,0,0,0,0,0,0,1038,0,2,1358,4,4977,31,0,1269,2,1,7,21,34,1,1,0,1,0,2991,0,90,0,25,1,0,34,1037,7,0,12,1,1,2,0,0,0,5064,9,125,1,0,2872,678,0,0,1,1,0,0,0,0,2,0,0,2,0,1,0,0,0,92,0,0,0,0,0,308,0,31,0,0,2,0,0,9,0,1,0,1,1,0,2,2,1151,495,1380,5,1,464,2,182,4,0,19,1,393,4236,1,3,0,286,3,1,1,2936,1,3,326,255,2,0,9,1463,0,2847,883,0,10,822,25,664,0,313,0,0,55,0,4,1,0,0,430,651,2228,0,0,21,10,0,199,0,0,0,3906,19,0,2181
"54794",0,0,0,3,1,8,0,1,5,0,0,13,8,7,7,0,1,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,10,1,0,0,5,0,0,0,2,0,2,0,0,5,0,1,0,9,0,0,0,0,3,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,0,0,4,0,2,0,0,0,1,0,5,0,0,0,5,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,4,0,1,0,7,0,0,0,0,3,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,0,0,6,4,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,8,0,1,0,0,0,2,0,0,15,0,0,1,0,0,0,0,4,5,1,1,0,0,2,2,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0
"553611",0,1,0,0,0,1,0,0,4,1,0,0,2,0,1,3,9,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,23,7,0,0,1,0,26,0,0,3,139,0,1,4,0,3,226,0,0,9,0,0,1,0,8,0,3,0,2,76,0,7,0,8,207,0,0,0,46,22,4,2,0,1,2,0,1,142,0,0,0,54,2,0,0,0,17,0,1,17,0,0,139,0,28,0,1,2,53,1,0,43,18,0,0,0,0,2,59,5,25,708,140,17,0,0,0,3,0,0,1,0,0,3,4,1,13,0,81,0,0,5,20,1,0,0,0,3,0,0,35,0,0,5,0,8,0,0,0,0,71,0,0,2,46,0,34,196,27,36,0,114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,184,0,0,19,0,13,2,0,41,0,0,0,2,855,0,0,0,0,0,3,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,1,0,22,0,159,0,0,1,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,109,0,0,0,0,3,0,0,2,0,25,0,0,0,0,1,0,31,1,0,0,1,0,142,36,0,0,1,2,15,20,1,0,1,0,1,0,1,39,0,0,0,9,1,2,0,116,908,125,1,0,0,255,1,0,0,59,0,1,0,1,1,9,881,0,0,5,53,1,0,0,1,3,229,0,1,13,47,0,1,69
"48084",1,140,1,3,1,1,0,2,488,1385,0,0,2250,88,350,125,58,0,32,0,1,384,2,1338,0,0,0,0,3,1,0,79,403,0,1,0,1,30,0,1,1,0,1,393,0,559,0,0,1,268,0,0,3,1,0,311,1,766,3,0,3,0,2,0,0,0,0,0,0,1,2,0,0,0,0,4403,35,0,1,0,1,59,1,0,2,0,2111,0,0,4115,0,0,1,0,0,0,0,0,150,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,30,62,0,1,0,0,219,0,1,0,0,21,0,0,0,0,1,0,1,1,0,348,0,0,160,0,0,312,22,1,0,0,0,0,0,1,4,0,644,0,0,0,3,0,417,0,0,1,1,0,1,0,203,0,146,0,211,516,0,0,1,0,368,0,21,0,0,0,0,0,306,0,1,0,0,0,0,0,0,834,2933,0,0,0,0,0,0,524,0,0,1,0,393,0,651,996,0,0,0,1,0,0,1,0,0,1,0,0,0,96,1,0,0,0,0,0,264,1639,0,1,0,0,592,1,1,0,254,0,0,525,0,1,990,0,0,2,438,0,1,0,0,0,2140,0,0,14,0,2,5182,0,0,0,27,1,0,0,0,1699,3,37,1,4,0,4,1486,10,3,0,1,4,3,1192,6,1037,0,1,1,0,0,628,309,188,1,0,951,499,1,0,1,2008,0,234,0,0,0,0,2,0,0,0,4,3,4,0,3,1,0,0,23,0,0
"1751298",0,690,2,0,17,1,139,0,0,137,0,33,126,53,104,0,0,0,19,0,0,55,37,1024,9,0,3,0,0,36,0,0,0,0,0,0,45,0,0,2,101,0,0,156,1,334,0,9,1,0,0,0,0,0,0,2,5,1,2,0,0,0,0,2,0,0,0,0,0,0,0,17,2,1197,0,1168,1,4238,473,0,0,9,202,0,218,0,0,0,0,1,0,3,0,1,0,0,0,0,42,3,0,1,18,3,0,0,0,5,0,0,0,0,0,0,0,3,0,56,1,0,0,0,27,0,8,17,0,0,0,0,2,0,0,0,6,6,0,19,0,0,29,7,0,12,1,0,0,176,1,0,0,1,1,8,10,0,0,0,0,0,1,0,51,0,23,0,8,0,65,0,0,0,5,60,4,0,313,0,17,0,0,0,17,0,0,4,0,3,1,2,2,0,0,0,1,5,2,0,0,0,0,0,2,124,0,0,0,0,23,4686,39,6,234,0,1,60,0,0,0,40,0,0,0,3,0,0,0,5,0,0,1,7458,2,183,0,115,0,0,5,389,2,0,3,0,0,6,0,0,0,1,1,2,0,0,4,252,0,304,0,0,187,3,0,0,8,1,8,7,11,47,0,2,1,5,14,3,0,347,0,2,5,13,49,18,0,0,0,0,0,23,8,0,0,0,0,15,11,4,0,0,18,0,0,21,0,2,0,1,0,0,0,0,0,0,0,187,3,5,13,0,1,0,0,0,0,0,0
"179657",0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,25,0,0,0,0,0,0,129,0,0,0,0,1,1,235,0,2,0,7,7,0,0,0,0,0,0,30,0,15,0,0,0,0,2,0,44,0,0,1,0,0,0,21,1,0,0,0,0,0,6,0,0,0,0,0,0,2,0,6,0,0,0,2,0,0,0,0,0,101,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,2,10,7,0,0,0,0,19,0,21,0,0,0,0,6,0,0,10,7,0,0,0,0,0,0,0,0,1,7,0,0,0,0,15,0,0,0,0,24,0,9,0,242,0,0,158,0,0,751,0,1,0,0,0,239,0,0,0,0,0,0,0,0,82,8,0,209,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,116,1,0,0,0,0,72,0,0,0,15,47,0,0,0,0,0,0,0,4,0,0,0,64,0,0,4,0,0,0,0,101,3,0,0,0,0,25,51,37,3,20,23,26,1,95,0,19,0,3,0,84,4,0,0,4,0,9,0,0,18,0,42,0,17,0,0,0,0,0,9,0,0,3,0,0,0,0,0,26,15,11,0,0,0,0,50,0,0,0,0,4,4,4,32
"4396426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,275,37,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4472091",0,17,0,97,142,44,1,22,42,0,2,44,31,48,124,5,41,34,55,12,0,58,16,0,209,1,0,48,0,15,6,1,96,19,0,0,0,0,0,0,116,6,114,0,105,206,0,62,0,193,0,4,0,0,0,0,0,19,1,10,3,41,121,0,19,5,72,0,0,0,0,0,0,5,9,40,7,27,70,32,1,0,2,0,91,0,15,109,0,0,0,0,0,30,0,0,0,2,67,7,13,13,150,0,89,0,0,47,0,0,0,0,1,0,1,0,67,25,100,0,21,6,91,10,0,66,8,243,5,0,1,29,1,184,15,24,0,58,9,334,20,20,0,73,29,0,3,39,9,15,2,33,0,2,125,7,0,0,0,0,110,0,29,4,0,60,0,0,68,89,0,45,1,12,0,0,0,73,73,9,6,0,0,150,77,385,20,7,0,93,44,297,0,0,0,97,91,15,0,0,0,0,243,49,0,85,0,265,38,36,33,68,0,0,0,1,37,43,7,0,80,17,0,0,0,62,0,0,0,1,0,125,1,39,59,0,0,0,43,0,42,0,1,17,184,30,20,0,39,29,3,820,9,0,116,28,69,0,78,0,0,3,32,66,17,0,0,47,15,132,20,373,86,32,415,48,42,106,215,55,16,17,356,27,30,264,86,34,0,123,45,242,8,1,52,5,156,1,0,0,37,16,1,32,0,6,0,0,0,0,48,0,33,273,16,3,3,0,46,0,86,0,0,0,43,10,0
